plant_name_id,taxon_rank,family,genus_hybrid,genus,species_hybrid,species,taxon_name,Province,introduced
126,Genus,Euphorbiaceae,,Acalypha,,,Acalypha,NBR,0
126,Genus,Euphorbiaceae,,Acalypha,,,Acalypha,NSC,0
126,Genus,Euphorbiaceae,,Acalypha,,,Acalypha,ONT,0
126,Genus,Euphorbiaceae,,Acalypha,,,Acalypha,QUE,0
1121,Species,Euphorbiaceae,,Acalypha,,rhomboidea,Acalypha rhomboidea,NBR,0
1121,Species,Euphorbiaceae,,Acalypha,,rhomboidea,Acalypha rhomboidea,NSC,0
1121,Species,Euphorbiaceae,,Acalypha,,rhomboidea,Acalypha rhomboidea,ONT,0
1121,Species,Euphorbiaceae,,Acalypha,,rhomboidea,Acalypha rhomboidea,QUE,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,ABT,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,BRC,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,MAN,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,SAS,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,NBR,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,NFL,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,NSC,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,ONT,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,PEI,0
2295,Genus,Acoraceae,,Acorus,,,Acorus,QUE,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,ABT,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,BRC,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,MAN,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,SAS,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,NBR,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,NFL,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,NSC,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,ONT,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,PEI,0
2304,Species,Acoraceae,,Acorus,,calamus,Acorus calamus,QUE,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,ABT,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,BRC,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,MAN,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,SAS,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,NBR,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,NFL,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,NSC,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,ONT,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,PEI,0
2305,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. americanus,QUE,0
2309,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. calamus,NBR,1
2309,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. calamus,NSC,1
2309,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. calamus,ONT,1
2309,Variety,Acoraceae,,Acorus,,calamus,Acorus calamus var. calamus,QUE,1
4441,Genus,Lamiaceae,,Agastache,,,Agastache,ABT,0
4441,Genus,Lamiaceae,,Agastache,,,Agastache,BRC,0
4441,Genus,Lamiaceae,,Agastache,,,Agastache,MAN,0
4441,Genus,Lamiaceae,,Agastache,,,Agastache,SAS,0
4441,Genus,Lamiaceae,,Agastache,,,Agastache,NBR,0
4441,Genus,Lamiaceae,,Agastache,,,Agastache,ONT,0
4441,Genus,Lamiaceae,,Agastache,,,Agastache,QUE,0
4454,Species,Lamiaceae,,Agastache,,foeniculum,Agastache foeniculum,ABT,0
4454,Species,Lamiaceae,,Agastache,,foeniculum,Agastache foeniculum,BRC,0
4454,Species,Lamiaceae,,Agastache,,foeniculum,Agastache foeniculum,MAN,0
4454,Species,Lamiaceae,,Agastache,,foeniculum,Agastache foeniculum,SAS,0
4454,Species,Lamiaceae,,Agastache,,foeniculum,Agastache foeniculum,NBR,0
4454,Species,Lamiaceae,,Agastache,,foeniculum,Agastache foeniculum,ONT,0
4454,Species,Lamiaceae,,Agastache,,foeniculum,Agastache foeniculum,QUE,0
4471,Species,Lamiaceae,,Agastache,,nepetoides,Agastache nepetoides,ONT,0
4471,Species,Lamiaceae,,Agastache,,nepetoides,Agastache nepetoides,QUE,0
4496,Species,Lamiaceae,,Agastache,,scrophulariifolia,Agastache scrophulariifolia,ONT,0
4499,Species,Lamiaceae,,Agastache,,urticifolia,Agastache urticifolia,BRC,0
5153,Genus,Lamiaceae,,Ajuga,,,Ajuga,BRC,1
5153,Genus,Lamiaceae,,Ajuga,,,Ajuga,NFL,1
5153,Genus,Lamiaceae,,Ajuga,,,Ajuga,NSC,1
5153,Genus,Lamiaceae,,Ajuga,,,Ajuga,ONT,1
5153,Genus,Lamiaceae,,Ajuga,,,Ajuga,QUE,1
5266,Species,Lamiaceae,,Ajuga,,genevensis,Ajuga genevensis,ONT,1
5266,Species,Lamiaceae,,Ajuga,,genevensis,Ajuga genevensis,QUE,1
5385,Species,Lamiaceae,,Ajuga,,reptans,Ajuga reptans,BRC,1
5385,Species,Lamiaceae,,Ajuga,,reptans,Ajuga reptans,NFL,1
5385,Species,Lamiaceae,,Ajuga,,reptans,Ajuga reptans,NSC,1
5385,Species,Lamiaceae,,Ajuga,,reptans,Ajuga reptans,ONT,1
5385,Species,Lamiaceae,,Ajuga,,reptans,Ajuga reptans,QUE,1
6245,Genus,Betulaceae,,Alnus,,,Alnus,ABT,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,BRC,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,MAN,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,SAS,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,LAB,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,NBR,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,NFL,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,NSC,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,ONT,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,PEI,0
6245,Genus,Betulaceae,,Alnus,,,Alnus,QUE,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,ABT,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,BRC,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,MAN,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,SAS,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,LAB,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,NBR,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,NFL,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,NSC,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,ONT,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,PEI,0
6257,Species,Betulaceae,,Alnus,,alnobetula,Alnus alnobetula,QUE,0
6364,Species,Betulaceae,,Alnus,,glutinosa,Alnus glutinosa,NFL,1
6364,Species,Betulaceae,,Alnus,,glutinosa,Alnus glutinosa,ONT,1
6376,Subspecies,Betulaceae,,Alnus,,glutinosa,Alnus glutinosa subsp. glutinosa,NFL,1
6376,Subspecies,Betulaceae,,Alnus,,glutinosa,Alnus glutinosa subsp. glutinosa,ONT,1
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,ABT,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,BRC,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,MAN,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,SAS,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,LAB,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,NBR,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,NFL,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,NSC,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,ONT,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,PEI,0
6417,Species,Betulaceae,,Alnus,,incana,Alnus incana,QUE,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,MAN,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,SAS,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,LAB,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,NBR,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,NFL,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,NSC,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,ONT,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,PEI,0
6448,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. rugosa,QUE,0
6453,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. tenuifolia,ABT,0
6453,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. tenuifolia,BRC,0
6453,Subspecies,Betulaceae,,Alnus,,incana,Alnus incana subsp. tenuifolia,SAS,0
6584,Species,Betulaceae,,Alnus,,rubra,Alnus rubra,BRC,0
6598,Species,Betulaceae,,Alnus,,serrulata,Alnus serrulata,NSC,0
6598,Species,Betulaceae,,Alnus,,serrulata,Alnus serrulata,QUE,0
12781,Genus,Orchidaceae,,Aplectrum,,,Aplectrum,ONT,0
12781,Genus,Orchidaceae,,Aplectrum,,,Aplectrum,QUE,0
12782,Species,Orchidaceae,,Aplectrum,,hyemale,Aplectrum hyemale,ONT,0
12782,Species,Orchidaceae,,Aplectrum,,hyemale,Aplectrum hyemale,QUE,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,ABT,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,BRC,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,MAN,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,SAS,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,NBR,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,NFL,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,NSC,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,ONT,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,PEI,0
12795,Genus,Apocynaceae,,Apocynum,,,Apocynum,QUE,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,ABT,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,BRC,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,MAN,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,SAS,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,NBR,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,NFL,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,NSC,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,ONT,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,PEI,0
12804,Species,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium,QUE,0
12805,Subspecies,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium subsp. androsaemifolium,NBR,0
12805,Subspecies,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium subsp. androsaemifolium,NFL,1
12805,Subspecies,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium subsp. androsaemifolium,NSC,0
12805,Subspecies,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium subsp. androsaemifolium,QUE,0
12806,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. griseum,BRC,0
12806,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. griseum,ONT,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,BRC,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,MAN,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,SAS,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,NBR,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,NFL,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,NSC,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,ONT,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,PEI,0
12807,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. incanum,QUE,0
12810,Subspecies,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium subsp. pumilum,BRC,0
12811,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. tomentellum,BRC,0
12812,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. woodsonii,ABT,0
12812,Variety,Apocynaceae,,Apocynum,,androsaemifolium,Apocynum androsaemifolium var. woodsonii,BRC,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,ABT,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,BRC,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,MAN,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,SAS,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,NBR,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,NFL,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,NSC,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,ONT,0
12828,Species,Apocynaceae,,Apocynum,,cannabinum,Apocynum cannabinum,QUE,0
12867,Species,Apocynaceae,,Apocynum,×,floribundum,Apocynum × floribundum,BRC,0
12867,Species,Apocynaceae,,Apocynum,×,floribundum,Apocynum × floribundum,NBR,0
12867,Species,Apocynaceae,,Apocynum,×,floribundum,Apocynum × floribundum,NFL,0
12867,Species,Apocynaceae,,Apocynum,×,floribundum,Apocynum × floribundum,NSC,0
12867,Species,Apocynaceae,,Apocynum,×,floribundum,Apocynum × floribundum,ONT,0
12867,Species,Apocynaceae,,Apocynum,×,floribundum,Apocynum × floribundum,QUE,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,ABT,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,BRC,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,MAN,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,SAS,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,LAB,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,NBR,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,NFL,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,NSC,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,ONT,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,PEI,0
13950,Genus,Araliaceae,,Aralia,,,Aralia,QUE,0
14042,Species,Araliaceae,,Aralia,,elata,Aralia elata,ONT,1
14045,Variety,Araliaceae,,Aralia,,elata,Aralia elata var. elata,ONT,1
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,MAN,0
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,SAS,0
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,LAB,0
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,NBR,0
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,NFL,0
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,NSC,0
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,ONT,0
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,PEI,0
14101,Species,Araliaceae,,Aralia,,hispida,Aralia hispida,QUE,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,ABT,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,BRC,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,MAN,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,SAS,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,NBR,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,NFL,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,NSC,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,ONT,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,PEI,0
14176,Species,Araliaceae,,Aralia,,nudicaulis,Aralia nudicaulis,QUE,0
14225,Species,Araliaceae,,Aralia,,racemosa,Aralia racemosa,NBR,0
14225,Species,Araliaceae,,Aralia,,racemosa,Aralia racemosa,NSC,0
14225,Species,Araliaceae,,Aralia,,racemosa,Aralia racemosa,ONT,0
14225,Species,Araliaceae,,Aralia,,racemosa,Aralia racemosa,PEI,0
14225,Species,Araliaceae,,Aralia,,racemosa,Aralia racemosa,QUE,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,ABT,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,MAN,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,SAS,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,LAB,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,NBR,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,NFL,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,NSC,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,ONT,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,PEI,0
14690,Genus,Orchidaceae,,Arethusa,,,Arethusa,QUE,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,ABT,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,MAN,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,SAS,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,LAB,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,NBR,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,NFL,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,NSC,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,ONT,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,PEI,0
14695,Species,Orchidaceae,,Arethusa,,bulbosa,Arethusa bulbosa,QUE,0
15221,Genus,Araceae,,Arisaema,,,Arisaema,MAN,0
15221,Genus,Araceae,,Arisaema,,,Arisaema,NBR,0
15221,Genus,Araceae,,Arisaema,,,Arisaema,NSC,0
15221,Genus,Araceae,,Arisaema,,,Arisaema,ONT,0
15221,Genus,Araceae,,Arisaema,,,Arisaema,PEI,0
15221,Genus,Araceae,,Arisaema,,,Arisaema,QUE,0
15343,Species,Araceae,,Arisaema,,dracontium,Arisaema dracontium,ONT,0
15343,Species,Araceae,,Arisaema,,dracontium,Arisaema dracontium,QUE,0
15600,Species,Araceae,,Arisaema,,pusillum,Arisaema pusillum,NBR,0
15600,Species,Araceae,,Arisaema,,pusillum,Arisaema pusillum,ONT,0
15600,Species,Araceae,,Arisaema,,pusillum,Arisaema pusillum,QUE,0
15694,Species,Araceae,,Arisaema,,stewardsonii,Arisaema stewardsonii,NBR,0
15694,Species,Araceae,,Arisaema,,stewardsonii,Arisaema stewardsonii,NSC,0
15694,Species,Araceae,,Arisaema,,stewardsonii,Arisaema stewardsonii,QUE,0
15737,Species,Araceae,,Arisaema,,triphyllum,Arisaema triphyllum,MAN,0
15737,Species,Araceae,,Arisaema,,triphyllum,Arisaema triphyllum,NBR,0
15737,Species,Araceae,,Arisaema,,triphyllum,Arisaema triphyllum,NSC,0
15737,Species,Araceae,,Arisaema,,triphyllum,Arisaema triphyllum,ONT,0
15737,Species,Araceae,,Arisaema,,triphyllum,Arisaema triphyllum,PEI,0
15737,Species,Araceae,,Arisaema,,triphyllum,Arisaema triphyllum,QUE,0
21065,Genus,Betulaceae,,Betula,,,Betula,ABT,0
21065,Genus,Betulaceae,,Betula,,,Betula,BRC,0
21065,Genus,Betulaceae,,Betula,,,Betula,MAN,0
21065,Genus,Betulaceae,,Betula,,,Betula,SAS,0
21065,Genus,Betulaceae,,Betula,,,Betula,LAB,0
21065,Genus,Betulaceae,,Betula,,,Betula,NBR,0
21065,Genus,Betulaceae,,Betula,,,Betula,NFL,0
21065,Genus,Betulaceae,,Betula,,,Betula,NSC,0
21065,Genus,Betulaceae,,Betula,,,Betula,ONT,0
21065,Genus,Betulaceae,,Betula,,,Betula,PEI,0
21065,Genus,Betulaceae,,Betula,,,Betula,QUE,0
21135,Species,Betulaceae,,Betula,,alleghaniensis,Betula alleghaniensis,NBR,0
21135,Species,Betulaceae,,Betula,,alleghaniensis,Betula alleghaniensis,NFL,0
21135,Species,Betulaceae,,Betula,,alleghaniensis,Betula alleghaniensis,NSC,0
21135,Species,Betulaceae,,Betula,,alleghaniensis,Betula alleghaniensis,ONT,0
21135,Species,Betulaceae,,Betula,,alleghaniensis,Betula alleghaniensis,PEI,0
21135,Species,Betulaceae,,Betula,,alleghaniensis,Betula alleghaniensis,QUE,0
21194,Species,Betulaceae,,Betula,×,caerulea,Betula × caerulea,MAN,0
21194,Species,Betulaceae,,Betula,×,caerulea,Betula × caerulea,NBR,0
21194,Species,Betulaceae,,Betula,×,caerulea,Betula × caerulea,NFL,0
21194,Species,Betulaceae,,Betula,×,caerulea,Betula × caerulea,NSC,0
21194,Species,Betulaceae,,Betula,×,caerulea,Betula × caerulea,ONT,0
21194,Species,Betulaceae,,Betula,×,caerulea,Betula × caerulea,QUE,0
21229,Species,Betulaceae,,Betula,,cordifolia,Betula cordifolia,LAB,0
21229,Species,Betulaceae,,Betula,,cordifolia,Betula cordifolia,NBR,0
21229,Species,Betulaceae,,Betula,,cordifolia,Betula cordifolia,NFL,0
21229,Species,Betulaceae,,Betula,,cordifolia,Betula cordifolia,NSC,0
21229,Species,Betulaceae,,Betula,,cordifolia,Betula cordifolia,ONT,0
21229,Species,Betulaceae,,Betula,,cordifolia,Betula cordifolia,PEI,0
21229,Species,Betulaceae,,Betula,,cordifolia,Betula cordifolia,QUE,0
21275,Species,Betulaceae,,Betula,×,dutillyi,Betula × dutillyi,LAB,0
21275,Species,Betulaceae,,Betula,×,dutillyi,Betula × dutillyi,NFL,0
21275,Species,Betulaceae,,Betula,×,dutillyi,Betula × dutillyi,QUE,0
21276,Species,Betulaceae,,Betula,×,eastwoodiae,Betula × eastwoodiae,ABT,0
21276,Species,Betulaceae,,Betula,×,eastwoodiae,Betula × eastwoodiae,BRC,0
21276,Species,Betulaceae,,Betula,×,eastwoodiae,Betula × eastwoodiae,SAS,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,ABT,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,BRC,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,MAN,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,SAS,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,LAB,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,NBR,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,NFL,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,NSC,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,ONT,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,PEI,0
21334,Species,Betulaceae,,Betula,,glandulosa,Betula glandulosa,QUE,0
21443,Species,Betulaceae,,Betula,,lenta,Betula lenta,ONT,0
21446,Form,Betulaceae,,Betula,,lenta,Betula lenta f. lenta,ONT,0
21488,Species,Betulaceae,,Betula,,michauxii,Betula michauxii,LAB,0
21488,Species,Betulaceae,,Betula,,michauxii,Betula michauxii,NFL,0
21488,Species,Betulaceae,,Betula,,michauxii,Betula michauxii,NSC,0
21488,Species,Betulaceae,,Betula,,michauxii,Betula michauxii,QUE,0
21495,Species,Betulaceae,,Betula,×,minor,Betula × minor,LAB,0
21495,Species,Betulaceae,,Betula,×,minor,Betula × minor,NBR,0
21495,Species,Betulaceae,,Betula,×,minor,Betula × minor,NFL,0
21495,Species,Betulaceae,,Betula,×,minor,Betula × minor,NSC,0
21495,Species,Betulaceae,,Betula,×,minor,Betula × minor,ONT,0
21495,Species,Betulaceae,,Betula,×,minor,Betula × minor,QUE,0
21535,Species,Betulaceae,,Betula,,occidentalis,Betula occidentalis,ABT,0
21535,Species,Betulaceae,,Betula,,occidentalis,Betula occidentalis,BRC,0
21535,Species,Betulaceae,,Betula,,occidentalis,Betula occidentalis,MAN,0
21535,Species,Betulaceae,,Betula,,occidentalis,Betula occidentalis,SAS,0
21535,Species,Betulaceae,,Betula,,occidentalis,Betula occidentalis,ONT,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,ABT,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,BRC,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,MAN,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,SAS,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,LAB,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,NBR,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,NFL,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,NSC,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,ONT,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,PEI,0
21557,Species,Betulaceae,,Betula,,papyrifera,Betula papyrifera,QUE,0
21582,Species,Betulaceae,,Betula,,pendula,Betula pendula,ABT,0
21582,Species,Betulaceae,,Betula,,pendula,Betula pendula,BRC,0
21582,Species,Betulaceae,,Betula,,pendula,Betula pendula,MAN,0
21582,Species,Betulaceae,,Betula,,pendula,Betula pendula,SAS,0
21582,Species,Betulaceae,,Betula,,pendula,Betula pendula,ONT,0
21596,Subspecies,Betulaceae,,Betula,,pendula,Betula pendula subsp. pendula,BRC,1
21596,Subspecies,Betulaceae,,Betula,,pendula,Betula pendula subsp. pendula,MAN,1
